Contig	AN_BR1_4	AN_BR1_5	AN_BR1_6	AN_BR1_8	AN_BR2_4	AN_BR2_5	AN_BR2_6	AN_BR2_8	AN_BR3_4	AN_BR3_5	AN_BR3_6	AN_BR3_8	AN_TR1_4	AN_TR1_5	AN_TR1_6	AN_TR1_8	AN_TR2_4	AN_TR2_5	AN_TR2_6	AN_TR2_8	AN_TR3_4	AN_TR3_5	AN_TR3_6	AN_TR3_8	BB_TR1_4	BB_TR1_5	BB_TR1_6	BB_TR1_8	BB_TR2_4	BB_TR2_5	BB_TR2_6	BB_TR2_8	BB_TR3_4	BB_TR3_5	BB_TR3_6	BB_TR3_8	BB_BR1_4	BB_BR1_5	BB_BR1_6	BB_BR1_8	BB_BR2_4	BB_BR2_5	BB_BR2_6	BB_BR2_8	BB_BR3_4	BB_BR3_5	BB_BR3_6	BB_BR3_8	ML_BR1_4	ML_BR1_5	ML_BR1_6	ML_BR1_8	ML_BR2_4	ML_BR2_5	ML_BR2_6	ML_BR2_8	ML_BR3_4	ML_BR3_5	ML_BR3_6	ML_BR3_8	ML_TR1_4	ML_TR1_5	ML_TR1_6	ML_TR1_8	ML_TR2_4	ML_TR2_5	ML_TR2_6	ML_TR2_8	ML_TR3_4	ML_TR3_5	ML_TR3_6	ML_TR3_8
AN_RF_S2_1_8_S346_L004_3271	3292	3418	3498	5551	50	29	44	46	270	237	192	203	5	21	5	3	10	12	54	2	8	7	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3275	1182	1410	938	1350	11	82	25	32	0	6	3	2	18	37	20	18	23	21	24	19	19	15	12	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3285	10331	11734	12012	18967	57	60	56	70	1	11	3	4	3626	4730	4232	4342	3557	5044	5309	3955	3089	3795	2660	3607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	4	2	0	0	4	0
AN_RF_S2_1_8_S346_L004_3289	8854	7196	6085	10628	31	34	38	34	3	13	2	10	197	280	194	207	180	191	211	89	154	173	157	154	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_328	2885	38047	2509	3616	1869	1945	2102	3447	2487	5361	2113	2505	585	439	381	516	295	1256	411	6187	712	1099	389	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3301	737	752	445	1564	584	891	723	548	0	16	0	0	529	215	871	567	788	616	693	633	462	719	487	242	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0
AN_RF_S2_1_8_S346_L004_3310	2988	3167	2385	4131	46	66	30	23	66	54	75	93	2	4	0	3	1	6	2	1	8	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	23	2	2	14	16	29	29	8	8	4	16	6	8	13	4	7	8	2	6	5	5	8	3
AN_RF_S2_1_8_S346_L004_3311	2515	2381	2013	3193	12	12	18	20	0	2	0	0	1065	661	400	516	476	514	577	505	473	556	354	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
AN_RF_S2_1_8_S346_L004_3324	3011	3083	2626	4976	36	69	47	54	110	149	100	117	136	122	120	115	114	142	147	102	127	99	84	108	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	1	10	8	6	0	2	0	4	5	2	2	3	11	5	7	5	6	9	6
AN_RF_S2_1_8_S346_L004_3335	481	852	438	7169	3216	3108	3329	3512	52	89	44	50	17	21	19	18	18	19	23	17	19	12	9	9	2	5	3	0	5	2	3	2	1	6	4	1	1	4	1	6	1	3	1	2	4	1	6	1	10	25	17	5	20	12	46	25	20	10	10	7	7	9	12	21	11	8	15	14	9	14	10	17
AN_RF_S2_1_8_S346_L004_333	357	280	246	506	618	472	517	570	447	428	362	325	75	73	53	117	69	49	72	70	49	39	39	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3364	4608	3512	4706	5582	3251	4216	2976	2700	114	79	122	86	0	4	0	0	4	1	0	2	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3377	2193	2526	2522	3271	46	121	66	56	48	26	35	19	1436	2004	1410	1856	1354	2587	1893	1693	1400	1199	1236	1236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2
AN_RF_S2_1_8_S346_L004_3383	2771	2211	1803	2567	4196	4010	3683	6122	3464	3278	3574	3387	160	125	162	132	120	183	122	129	100	89	110	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_338	7861	7476	6251	22282	48	53	36	90	2	2	0	0	9482	10656	6711	7128	11806	8289	10071	9362	7026	7041	4876	6736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3424	6874	6870	3842	13179	20	142	47	38	0	0	0	0	10	0	0	1	0	19	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3447	2522	2359	1554	2925	101	150	123	114	766	813	794	828	211	271	239	230	162	299	227	260	208	138	146	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	1	0	14	2	1
AN_RF_S2_1_8_S346_L004_3449	1100	1026	878	2481	10	24	22	3	2986	3622	2852	2695	2494	3376	2959	3411	2919	4511	3913	3904	2555	2162	2933	2247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	1	0	0	0	4	2
AN_RF_S2_1_8_S346_L004_3473	341	414	301	586	1	5	8	0	27	11	5	4	19	33	35	38	55	32	31	15	29	30	11	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	2	0	0
AN_RF_S2_1_8_S346_L004_3475	437	474	448	726	88	70	122	50	24	47	81	17	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_348	3453	3507	2590	4343	1325	2052	1929	2829	1892	2561	2072	2077	547	429	668	653	432	657	562	593	400	502	407	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	2	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3495	3584	3890	2525	4926	16	17	18	41	0	2	0	2	0	1	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	5	2	3	2	11	0	1	5	3	0	1	1	0	0	2	1	1	1	2	1
AN_RF_S2_1_8_S346_L004_3507	7284	4460	4642	6108	42	38	22	52	63	174	143	168	10	10	4	4	2	4	12	9	9	4	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
AN_RF_S2_1_8_S346_L004_3513	1986	2065	1908	3675	46	51	60	46	35	41	29	14	138	215	110	130	134	200	210	130	150	116	96	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3521	3739	3759	2878	4626	4	28	38	6	634	458	599	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
AN_RF_S2_1_8_S346_L004_352	1343	1219	1304	2200	9	14	30	9	8	2	5	1	50	56	39	40	56	61	48	59	70	37	25	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
AN_RF_S2_1_8_S346_L004_3554	4250	4843	5221	7653	9634	12683	10993	6374	1705	1975	1983	1339	56	71	167	76	81	51	24	96	80	65	34	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	0	0
AN_RF_S2_1_8_S346_L004_3566	4243	3318	6628	6624	23	26	13	35	6	5	3	2	300	443	411	386	462	672	469	349	393	379	390	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3567	1649	1673	1517	2356	559	639	566	406	138	178	148	103	265	364	231	284	265	317	325	278	224	212	211	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_357	10400	13246	8950	19440	75	88	77	52	2	0	2	0	2944	3501	2405	2576	3129	4260	3606	3237	3564	2343	1789	2165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	4	1	1	0
AN_RF_S2_1_8_S346_L004_3581	1730	1299	1355	2618	131	103	228	62	71	127	122	31	2	0	9	1	1	1	4	3	4	2	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	4	1	0	1	0	0	1	0	2	0	48	1	8	16	0	24	1	6	4	4	4
AN_RF_S2_1_8_S346_L004_3596	4280	3694	3350	4924	14	11	15	13	16	8	1	3	5	14	9	26	12	11	19	18	12	13	10	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	1	0	0	4	1	1	1	4	4	2	2	1	5	1	3	0	6	9	0	7	5	3
AN_RF_S2_1_8_S346_L004_359	534	733	467	1191	16	9	19	44	4	19	14	3	19	14	31	15	45	26	22	11	21	13	23	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	172	89	23	54	170	73	73	313	280	134	199	67	89	59	84	119	85	97	74	74	113	102	128
AN_RF_S2_1_8_S346_L004_3632	2472	2906	2316	3888	113	113	265	92	6	0	0	0	0	0	3	3	1	2	1	4	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
AN_RF_S2_1_8_S346_L004_3643	1753	1319	1702	2352	34	145	56	99	275	1548	521	425	0	0	3	1	4	8	2	0	4	16	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	0	1	0	0	2	0
AN_RF_S2_1_8_S346_L004_3659	1453	1611	1314	2847	8	8	8	24	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3698	1871	2340	2236	4154	150	196	177	150	35	29	21	24	291	283	309	237	260	356	254	259	311	150	249	245	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	3	0	0	0
AN_RF_S2_1_8_S346_L004_369	5943	4716	4180	10215	1045	410	652	514	141	169	96	154	1814	1995	1960	2621	1711	2565	2640	2844	1276	1481	1235	1838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_370	7136	4904	4405	7585	3091	2898	2784	2530	66	82	50	119	1620	1692	2338	2002	1816	2537	2246	2490	1281	1615	1302	1497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
AN_RF_S2_1_8_S346_L004_371	8376	10053	7226	16105	516	771	462	518	1160	1531	1143	1440	496	681	453	708	542	760	1573	481	354	523	314	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3776	2679	5704	4243	6113	13	9	9	49	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1
AN_RF_S2_1_8_S346_L004_3779	6721	6308	5445	8516	79	71	61	64	182	164	128	198	0	2	4	1	1	2	0	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3785	2287	2825	2328	4562	1483	1734	1063	2164	4868	6684	5141	5260	1453	1876	1636	1898	1609	2686	1742	2173	1480	1190	1391	1210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
AN_RF_S2_1_8_S346_L004_3801	5688	6396	5952	8023	391	624	543	368	42	26	12	20	46	40	91	55	46	84	42	44	38	88	60	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
AN_RF_S2_1_8_S346_L004_3802	5309	4886	4062	6228	85	243	92	202	3967	3843	3474	3788	941	1299	1175	1016	1085	1612	1132	1065	875	766	865	1261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2	2	0	2
AN_RF_S2_1_8_S346_L004_3807	7470	6203	6788	15900	12	32	42	10	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
AN_RF_S2_1_8_S346_L004_3811	124	139	23	6038	237	264	237	174	2	7	2	1	41	36	42	39	25	47	35	15	29	31	30	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	3	1	0	0	2	3	1	2	2	1	1	0	0	0	0
AN_RF_S2_1_8_S346_L004_3813	4578	5098	5120	7890	779	914	768	910	99	178	113	97	101	115	95	122	77	188	171	122	86	71	126	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3821	2084	1483	2366	3622	130	98	128	73	0	0	0	4	1	8	8	6	17	3	5	6	3	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3828	1000	1836	2102	8188	14	12	20	6	0	10	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3839	2471	3724	2448	6179	18	18	18	5	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3862	5056	5139	3796	10879	52	123	38	80	0	6	5	0	936	601	830	570	1028	735	626	385	734	466	414	401	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	1	2	1	0	1	3	1	0	0	0
AN_RF_S2_1_8_S346_L004_3863	3817	3610	3837	3751	27	24	43	13	0	1	4	0	2	6	3	7	0	6	3	4	19	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	2	1	0	1	1	0	0	2	0	0	0	1	2
AN_RF_S2_1_8_S346_L004_3870	699	959	840	2006	22	24	20	5	32	24	32	71	309	297	323	244	322	615	307	251	233	252	255	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3871	1270	2689	1153	27220	2106	1831	1192	1770	375	92	120	141	115	151	163	197	188	226	138	140	141	163	141	318	6	11	3	11	17	4	4	15	15	11	3	12	28	29	23	36	42	29	35	46	29	22	21	28	44	94	73	48	67	42	38	43	46	47	15	54	23	24	30	31	34	23	29	20	17	23	22	26
AN_RF_S2_1_8_S346_L004_3878	2762	4306	2776	10613	1333	2094	1135	1011	14	28	26	22	0	2	7	4	6	4	2	2	10	4	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3882	4315	4847	5306	11923	6	19	14	27	4	5	11	11	25	6	22	14	20	20	23	17	12	5	5	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3887	2296	2716	2697	3494	45	67	52	14	2	4	6	1	8	3	4	5	4	5	4	5	4	1	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3893	1171	911	771	1390	245	193	185	186	10	0	2	2	22	16	10	20	18	10	18	24	18	14	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3898	2733	3403	2592	3796	24	24	14	9	2	0	4	0	242	238	283	276	170	406	308	311	180	242	218	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3904	5449	5219	4510	6584	163	125	102	161	69	63	51	90	55	71	53	36	59	65	41	44	81	51	38	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3917	1830	1548	1325	6810	55	93	80	87	0	0	0	0	1999	2383	2433	1628	3125	2760	2346	2199	2755	1768	1647	1799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_391	2885	3185	5301	5410	336	492	504	290	1954	1487	1598	2865	326	450	298	306	359	399	407	370	364	231	343	298	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	28	31	18	14	20	24	39	17	48	60	10	38	11	3	15	11	22	10	16	13	17	17	10	3
AN_RF_S2_1_8_S346_L004_3928	121	177	104	1324	44	58	101	75	170	627	118	115	438	1041	241	280	374	506	964	251	576	457	236	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	1	0	0	2	0	0	0	4	0	0	0
AN_RF_S2_1_8_S346_L004_3929	2531	2912	2134	2450	13	18	24	42	0	0	0	2	16	12	14	6	4	6	26	2	7	2	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3934	3169	3569	2985	4650	17503	23082	18971	16529	16875	21451	17992	15703	2647	2914	2573	2534	2857	4639	2644	2499	2684	2219	2840	2565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	6	4	36	0	6	2	0	0	1	4
AN_RF_S2_1_8_S346_L004_3937	7048	6706	5547	8584	72	58	88	76	237	253	251	336	8	9	10	6	5	10	3	2	0	3	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	4	0	2	2	1	3	1	1	1	0	1	1	3	1	3	4	1	1	2	2	2	3
AN_RF_S2_1_8_S346_L004_394	20671	7001	9385	12522	7651	3410	5362	3609	6493	9440	4393	8332	2806	2373	2383	7446	3604	4870	12385	8588	2037	3261	2267	10475	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	1	0	1	0	0	1	0	0	3	1	5	14	6	0	0	6	2	2	9	1	0
AN_RF_S2_1_8_S346_L004_3956	3163	3544	3260	5010	16	12	16	38	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3967	3499	3537	3689	7795	2	12	8	22	4	7	4	0	17	5	13	5	4	15	24	6	15	7	16	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3969	1193	1571	1414	4327	6	24	12	8	0	2	0	4	29	93	34	45	135	56	28	30	22	18	15	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3970	2479	4568	1901	7701	14	3	8	8	142	152	64	68	42	59	22	34	46	75	214	14	24	18	304	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AN_RF_S2_1_8_S346_L004_3971	1200	1609	1670	1839	36	42	11	63	0	2	0	1	8	5	15	26	22	8	6	32	7	13	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	8	3	0	12	8	0	56	10	9	2	6	37	29	20	14	9	14	22	9	8	25	18
AN_RF_S2_1_8_S346_L004_3972	945	377	456	2833	585	677	769	477	699	888	855	1182	383	188	417	338	380	747	261	293	264	357	361	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	4	0	1	0	2	4	3	1
AN_RF_S2_1_8_S346_L004_3976	3160	1170	983	4694	6	4	10	2	0	0	0	0	1	1	2	1	1	1	1	1	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0
AN_RF_S2_1_8_S346_L004_3986	2238	2176	2128	4217	72	74	47	49	120	80	109	118	37	28	103	92	84	90	41	46	42	36	40	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
AN_RF_S2_1_8_S346_L004_3988	2069	2451	1804	3627	353	386	355	301	302	398	263	237	292	276	198	188	237	304	355	344	260	234	195	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	2	0	0	1	0	0
