Contig	AN_BR1_4	AN_BR1_5	AN_BR1_6	AN_BR1_8	AN_BR2_4	AN_BR2_5	AN_BR2_6	AN_BR2_8	AN_BR3_4	AN_BR3_5	AN_BR3_6	AN_BR3_8	AN_TR1_4	AN_TR1_5	AN_TR1_6	AN_TR1_8	AN_TR2_4	AN_TR2_5	AN_TR2_6	AN_TR2_8	AN_TR3_4	AN_TR3_5	AN_TR3_6	AN_TR3_8	BB_TR1_4	BB_TR1_5	BB_TR1_6	BB_TR1_8	BB_TR2_4	BB_TR2_5	BB_TR2_6	BB_TR2_8	BB_TR3_4	BB_TR3_5	BB_TR3_6	BB_TR3_8	BB_BR1_4	BB_BR1_5	BB_BR1_6	BB_BR1_8	BB_BR2_4	BB_BR2_5	BB_BR2_6	BB_BR2_8	BB_BR3_4	BB_BR3_5	BB_BR3_6	BB_BR3_8	ML_BR1_4	ML_BR1_5	ML_BR1_6	ML_BR1_8	ML_BR2_4	ML_BR2_5	ML_BR2_6	ML_BR2_8	ML_BR3_4	ML_BR3_5	ML_BR3_6	ML_BR3_8	ML_TR1_4	ML_TR1_5	ML_TR1_6	ML_TR1_8	ML_TR2_4	ML_TR2_5	ML_TR2_6	ML_TR2_8	ML_TR3_4	ML_TR3_5	ML_TR3_6	ML_TR3_8
BB_TR3_5_S178_L004_101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1995	2321	1946	1845	2683	2369	2308	4012	2087	3419	2611	2743	22054	17514	14453	18973	25000	19212	16563	26214	14575	25712	15842	9231	0	80	43	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_1022	1	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2682	3376	2702	2997	4459	3018	2814	3182	3336	3878	3387	3409	8148	5633	4500	7028	12744	11019	10574	12122	5014	6786	5306	3395	85	173	26	10	2	0	0	1	0	0	0	0	0	0	0	2	1	2	1	1	0	0	1	0
BB_TR3_5_S178_L004_1024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	732	596	516	683	905	698	595	686	650	983	795	764	1035	885	767	948	1650	1284	2049	1237	1191	1044	1145	690	14	32	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_1090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1002	887	821	1129	2427	860	822	1092	1043	1411	932	1093	178	178	127	204	196	124	188	95	300	233	103	246	1	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1410	1534	1442	590	1679	1428	2230	2582	2325	3806	2052	1588	2	0	0	0	0	0	0	0	8	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_1095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	464	305	444	577	496	452	632	588	776	556	529	273	286	213	217	499	278	595	269	314	184	176	233	0	8	14	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_1102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3006	2503	2696	3696	4634	3252	2088	2606	3430	3883	3505	3743	2638	2119	1813	2408	4040	3240	1311	5485	2370	1472	1399	1452	2	14	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_1135	26	1	4	9	5	3	4	2	97	121	134	106	16	28	25	36	23	40	27	37	25	32	13	24	9499	7496	7072	11520	13353	11482	5291	6215	7679	10232	11398	11780	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0
BB_TR3_5_S178_L004_1151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1775	1502	1532	1368	1264	1873	1796	2390	2307	3046	2854	2171	63	76	55	47	0	2	2	0	878	897	354	929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_1228_fragment_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2606	2769	2636	1951	2563	2855	3391	3406	4066	4898	3525	3636	6	12	6	4	6	10	2	2	159	58	66	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
BB_TR3_5_S178_L004_1251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2903	3485	2291	3094	3207	2802	3036	3447	3542	4628	3043	3081	2680	2526	2468	2734	2205	1353	1974	1340	3336	2569	2035	2418	86	31	74	22	8	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
BB_TR3_5_S178_L004_1298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1366	1518	1280	1537	1955	1572	1381	1460	1726	2118	1640	1663	2104	1697	1344	1667	2581	2122	1508	2984	1919	1609	1386	1392	24	26	14	2	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_1299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434	450	349	348	563	436	334	405	459	591	442	492	49	33	33	18	6	7	2	10	272	152	220	153	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_1305	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10667	15204	10517	11162	10796	16077	11280	16265	14490	21200	15198	15019	37057	34611	32156	33164	48866	38097	62633	43441	32697	24083	16058	21372	154	293	386	125	6	12	6	8	6	0	0	6	0	0	0	4	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_1307	1	0	1	1	0	3	1	3	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	665	1691	1205	491	1902	1757	2180	1911	1613	2373	1836	1846	0	1	0	0	1	0	0	0	2	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
BB_TR3_5_S178_L004_1308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5872	8829	10773	6669	12091	13206	7323	11606	14475	17650	13940	12282	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_1309	0	4	0	2	5	1	2	3	0	0	0	0	0	2	0	2	2	1	1	1	1	1	1	1	4191	3894	3101	3717	2146	4985	3268	4348	3857	4762	5644	5548	5704	5382	5209	4590	6467	4645	4066	4453	11210	8401	5237	9349	272	218	388	102	19	7	24	35	2	6	3	6	1	4	1	2	0	2	4	1	0	0	0	1
BB_TR3_5_S178_L004_1320_fragment_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2086	2160	2237	2407	2922	2382	1780	2198	2387	3313	2702	2927	168	95	97	126	132	72	42	88	173	144	134	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_1321	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10058	15530	9919	3835	9932	10640	15814	20855	9264	15347	23314	11141	40	47	25	43	13	8	1	14	73	69	43	47	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_1373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3558	3461	3211	3463	5264	4003	3540	4276	4344	5516	4229	4467	5892	4770	4050	5535	6111	4398	4180	5063	5405	5048	4368	4093	36	36	40	4	0	8	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_1379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4307	4793	3624	4129	4803	4810	4637	5228	5335	6479	5524	5669	8	6	4	10	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0
BB_TR3_5_S178_L004_1396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	646	607	710	636	815	861	548	775	807	1249	814	851	473	450	345	518	225	179	118	214	271	283	203	257	0	8	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_1430	0	0	0	1	2	0	1	4	1	0	2	0	1	0	0	0	0	0	0	0	2	0	1	0	746	1254	862	575	1261	1047	1162	1581	1735	2187	1125	1035	1971	1789	1167	1864	2052	2286	1921	2637	2209	1401	1102	1231	6	8	43	17	0	0	3	1	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_1442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	571	506	519	506	866	688	521	711	554	735	644	714	5854	5271	3969	5272	5063	3690	3979	5676	4442	6158	4879	3467	0	32	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	652	604	655	632	695	512	723	587	801	746	730	37	19	25	17	28	26	29	34	35	22	19	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_1457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1577	1363	1364	1015	1792	1836	2036	2582	1966	3270	2444	1872	885	1055	951	929	947	674	695	687	2408	1051	1260	2162	47	28	63	12	0	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_1584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1919	2254	1829	1686	1621	2372	1974	2167	2258	3630	2641	2681	1449	1413	1260	1359	865	769	888	729	1304	952	839	1236	6	8	8	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_1586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1965	2030	2149	2578	2649	2678	1997	2669	2086	3137	2569	2857	2582	2690	2308	2201	3592	2395	2546	3822	2389	2670	2603	1943	67	66	13	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_1617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2447	2801	2184	1982	3164	2432	2600	3212	3258	4080	2940	3106	7669	6498	5771	7511	7818	5578	5713	8069	9801	9008	7722	8485	22	90	392	6	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_1629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7411	10575	10231	5001	7784	10109	10582	12988	14181	15991	11302	9812	13074	13461	11702	11836	20024	20273	21885	13238	16672	14114	10686	14089	532	758	784	205	6	6	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	619	631	592	254	704	549	585	768	707	1173	974	883	0	7	12	8	0	6	4	8	25	6	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_1647	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3061	5838	7214	5318	8570	7834	6335	7913	8582	11394	7326	7122	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1420	1821	1368	1342	2379	2060	1669	2389	1955	2728	1860	1975	1344	1232	845	1207	10707	7170	6721	7940	4365	2988	2497	3635	42	38	54	4	6	6	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_1745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2050	1946	1982	2453	2852	2225	1849	2301	2538	2878	2693	2713	214	181	128	140	52	14	5	22	74	87	84	56	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_1778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	911	925	936	992	1525	915	778	1071	1078	1368	1032	958	3463	2828	3275	4837	5675	6802	7415	4564	1809	2888	3811	1267	53	46	26	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_1829	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1815	1592	1328	2012	1902	1751	1470	1716	2430	2506	2130	2311	280	623	276	244	25	20	14	6	498	202	112	494	22	32	16	24	0	2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
BB_TR3_5_S178_L004_182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	371	303	239	369	394	291	502	451	488	352	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_1892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1711	1467	1476	1646	2006	2042	1077	1665	1677	2189	1867	1874	136	129	65	146	59	60	46	45	50	51	62	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_1909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33259	33041	30565	30327	55050	32263	31139	39190	39809	45797	41140	40012	104185	74951	64839	86778	165842	136502	122907	202008	91813	98035	81463	55925	738	847	216	36	8	2	6	2	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_1919_fragment_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6923	10421	12680	7784	14007	15756	8520	13477	16983	20795	15858	14259	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_1924	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18396	14373	15377	20121	33308	18684	13118	15501	17568	21821	18365	20820	83	62	94	72	103	43	56	130	38	32	48	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
BB_TR3_5_S178_L004_1925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514	790	578	386	819	685	921	1224	1226	2896	846	732	8	10	2	8	8	6	2	4	10	8	4	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_2020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4094	3220	3367	3511	4605	3208	2160	2441	3926	4013	3877	4642	14	12	2	8	6	6	4	8	2	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_2100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10006	12794	9970	11383	16480	12583	10447	13228	14401	16729	13312	13601	88464	75092	62140	85313	62053	64090	81311	58322	93562	78205	57627	94298	340	1208	342	124	12	26	6	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2
BB_TR3_5_S178_L004_2194	0	0	0	0	2	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7319	5718	6542	7019	11943	6462	5490	5854	7636	8453	7751	8183	173201	135468	121662	149579	145197	95789	73693	165773	176358	197628	187167	117986	314	462	489	38	8	8	20	6	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0
BB_TR3_5_S178_L004_2203	0	0	0	2	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	3426	2707	2943	1866	3418	2901	2308	3089	3173	3878	4695	3721	11054	14562	12153	11172	6264	4176	4467	3339	7214	6410	4246	6650	588	862	720	186	0	20	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_2207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2817	3004	3209	4046	5284	3471	2735	3264	3668	4200	3565	3681	9252	7259	6903	9098	10808	8432	8885	13529	8533	11959	10222	6271	91	90	54	26	0	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
BB_TR3_5_S178_L004_2230	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	6464	5939	6075	6042	7465	5477	5712	6157	7009	7828	7426	7255	18	35	17	19	37	24	4	63	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
BB_TR3_5_S178_L004_2249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	636	845	753	571	852	908	818	1350	1138	1354	1144	983	4006	2701	1993	3468	3817	3681	2384	6307	2064	1950	1708	1723	0	6	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_2263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1603	2224	1744	1398	2436	2273	2233	2867	2522	3401	2833	2314	152	106	71	116	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
BB_TR3_5_S178_L004_2276	0	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2930	4167	3477	2918	4300	2992	2749	3631	4526	5788	4712	3731	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0
BB_TR3_5_S178_L004_2344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1402	1172	1194	1233	1680	1202	1015	1269	1384	1688	1597	1601	429	333	239	297	397	335	156	489	458	564	341	457	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_2360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2820	2504	2432	2967	4637	3078	2180	2837	3141	3597	3159	3426	4813	3692	3178	3810	4853	3821	3438	6162	2430	2199	1869	1431	13	43	12	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_2401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3151	5953	7628	5405	8817	7963	6431	8387	8993	11912	7659	7528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_2434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	528	562	560	815	864	748	432	576	522	845	964	809	0	4	4	2	4	0	10	0	443	382	374	444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_2449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4997	6091	4812	4135	6640	5385	5005	6558	5747	7858	7923	6499	2516	1881	1594	2016	2564	2066	2562	2781	1842	934	862	754	6	8	6	2	0	2	0	0	0	0	0	0	2	0	0	0	0	0	6	0	2	0	0	0
BB_TR3_5_S178_L004_2476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	436	873	780	539	1772	818	491	663	835	1274	991	812	22	18	14	22	4	14	6	2	16	8	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_2495	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1975	2038	1968	2218	1551	2576	1759	2290	2085	2884	2714	2967	1815	1928	1617	1667	405	227	228	424	1542	818	970	815	1	5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
BB_TR3_5_S178_L004_2519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	228	205	85	263	257	321	343	337	512	357	219	0	7	4	12	14	4	0	4	8	6	0	8	8	24	18	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_2531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1174	1275	1157	1221	1573	1430	1207	1611	1540	2101	1379	1523	1524	1409	1114	1511	1594	1310	807	1324	1299	1252	1053	1176	8	34	24	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_2570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1313	1651	2157	406	1742	1401	2394	3685	1777	3764	1746	2060	4	4	6	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_2596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1604	2480	1897	999	3353	2187	2762	4202	2864	3573	2481	2511	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_2633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1495	1806	1709	1344	1866	1889	1770	2124	2229	3212	2121	2287	3440	3378	2667	2872	3623	2185	3003	1772	3702	2648	1912	2997	96	138	184	81	4	12	6	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_2643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1662	2068	1829	1450	875	2147	1740	2425	2221	3040	2500	2610	258	194	179	241	46	27	6	40	30	27	36	18	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_2784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20812	21132	19113	16912	33339	20585	19338	24685	24385	31500	25873	26241	42430	28425	24897	33127	45909	41157	36318	51494	18158	13196	11866	10056	120	192	88	8	6	4	0	12	2	0	0	0	0	0	0	2	2	0	0	2	2	0	0	0
BB_TR3_5_S178_L004_278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1079	830	840	2162	2579	1307	988	878	1360	1348	1041	1467	2	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
BB_TR3_5_S178_L004_2850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2574	2629	1915	2089	3098	3011	2616	4724	2899	4360	3314	2877	30	24	8	8	42	18	4	28	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_2856	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2166	1628	1672	3186	5639	2484	1871	1671	1706	3339	2217	2340	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_2972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1798	1974	1794	1989	2929	2253	1914	2532	2513	3117	2246	2443	6318	7029	5057	4983	5295	3764	4569	3821	6445	4394	3566	5679	180	278	278	96	10	16	16	2	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_2979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	344	296	489	421	394	488	592	380	724	560	576	10	4	1	6	2	0	0	0	20	18	20	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_2996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3379	7924	6143	1580	7841	6632	7801	12230	8419	13046	9303	6925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_3020	0	0	0	2	1	0	0	0	1	1	1	0	2	1	4	6	2	4	3	7	4	6	1	4	3098	3174	3058	3674	4774	3454	2769	3380	4161	4353	4013	4015	0	0	0	0	0	0	0	0	0	0	1	0	5	5	1	2	8	0	1	0	1	0	0	4	0	1	0	0	0	1	2	1	2	0	1	1
BB_TR3_5_S178_L004_3059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1669	2080	1668	1276	2469	2256	2520	3467	2561	3794	2888	2432	1321	1089	1006	1352	2659	2073	2555	2112	3613	2557	2627	2881	4	26	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0
BB_TR3_5_S178_L004_3088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448	438	303	468	457	433	380	565	495	747	590	549	325	347	233	344	455	352	505	275	641	377	408	539	36	6	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BB_TR3_5_S178_L004_3133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1396	949	1093	1032	2552	1232	1173	585	669	2136	887	1036	2	0	0	6	1	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
